WORDCOUNTS,WEIGHT
the,264
of,196
and,159
in,107
a,93
to,89
his,85
bancroft,61
he,61
that,39
was,37
as,37
on,36
for,32
s,29
is,29
history,27
it,26
california,25
this,23
with,21
has,21
by,19
new,19
volumes,18
san,17
francisco,17
more,16
be,16
had,15
but,15
these,15
not,15
works,15
have,15
at,14
library,14
most,13
than,13
him,13
states,13
other,12
literary,12
pacific,12
or,12
book,12
been,12
historian,12
from,12
all,11
its,11
hubert,11
which,11
are,11
some,11
an,10
so,10
one,9
were,9
p,9
america,9
west,9
their,9
howe,9
field,9
who,9
first,8
i,8
historians,8
york,8
pp,8
less,8
collecting,8
would,8
historical,8
western,7
collection,7
industries,7
no,7
though,7
subject,7
yet,7
greatest,7
mexico,7
half,7
they,6
into,6
vols,6
since,6
men,6
north,6
university,6
out,6
walton,6
society,6
materials,6
about,6
two,6
john,6
never,6
oregon,6
made,6
upon,6
after,6
set,6
went,6
much,6
h,5
before,5
t,5
every,5
chronicles,5
six,5
races,5
even,5
may,5
ooo,5
could,5
histories,5
work,5
example,5
generation,5
also,5
caughey,5
only,5
business,5
native,5
time,5
another,5
what,5
them,5
years,5
writer,5
early,5
among,5
gold,5
pioneers,4
subscription,4
long,4
achievement,4
real,4
henry,4
such,4
author,4
publications,4
businessman,4
l,4
contemporaries,4
greater,4
method,4
wealth,4
few,4
texas,4
hist,4
up,4
therefore,4
see,4
like,4
latter,4
oak,4
authorship,4
today,4
publishing,4
life,4
any,4
must,4
better,4
collector,4
writing,4
career,3
american,3
continent,3
mexican,3
largely,3
undertaken,3
chief,3
rush,3
historiography,3
hundred,3
there,3
staff,3
iv,3
thus,3
century,3
montana,3
basic,3
n,3
house,3
came,3
seven,3
further,3
biographies,3
because,3
stanford,3
own,3
good,3
leland,3
spanish,3
wisely,3
io,3
matter,3
quar,3
attention,3
bancrof,3
still,3
once,3
selling,3
reference,3
read,3
published,3
again,3
others,3
death,3
europe,3
put,3
idea,3
treatment,3
viii,3
took,3
present,3
where,3
style,3
ibid,3
vast,3
discovered,3
three,3
individual,3
date,3
morris,3
five,3
frontier,3
when,3
each,3
best,3
print,3
chicago,3
almost,3
entire,3
recognition,3
through,3
d,3
recent,3
built,3
bernard,2
archives,2
if,2
e,2
alone,2
considerably,2
manuscript,2
achievements,2
tend,2
sets,2
walker,2
modern,2
devoto,2
experience,2
retrospection,2
learned,2
attempt,2
england,2
j,2
available,2
undertake,2
great,2
simple,2
take,2
devised,2
last,2
thwaites,2
political,2
papers,2
colophon,2
slight,2
establishing,2
october,2
resources,2
himself,2
million,2
review,2
facts,2
development,2
human,2
interest,2
praises,2
amount,2
highest,2
corrected,2
rather,2
english,2
generations,2
fair,2
publisher,2
bookstore,2
four,2
commonly,2
voluminous,2
character,2
dollars,2
here,2
search,2
called,2
item,2
lived,2
deal,2
equally,2
cultural,2
luster,2
appears,2
persons,2
wherein,2
however,2
well,2
basis,2
oftentimes,2
training,2
description,2
ten,2
got,2
personal,2
regional,2
newspaper,2
eligibility,2
least,2
things,2
seemed,2
will,2
f,2
various,2
letters,2
scientific,2
short,2
brief,2
make,2
builders,2
southern,2
single,2
chronicle,2
thought,2
under,2
index,2
commonwealth,2
chose,2
volume,2
lewis,2
name,2
bierce,2
mark,2
many,2
areas,2
scholars,2
cumulative,2
larger,2
fashion,2
pattern,2
man,2
hand,2
do,2
fame,2
ground,2
accepted,2
practice,2
perhaps,2
books,2
number,2
day,2
thoroughly,2
original,2
extended,2
examples,2
thucydides,2
including,2
pamphlets,2
franklin,2
clear,2
comprehensive,2
publication,2
profession,2
times,2
pages,2
especially,2
topics,2
effect,2
probably,2
spain,2
quarterly,2
professional,2
quarter,2
ambrose,2
decision,2
hunt,2
alaska,2
browne,2
george,2
program,2
reason,2
began,2
contribution,2
subscribers,2
surprising,2
kings,2
considered,2
neglected,2
liked,2
following,2
examiner,2
ever,2
satisfactory,2
particulars,2
favorably,2
anthropology,2
paper,2
misrepresentations,2
did,2
regard,2
job,2
launching,2
far,2
written,2
turned,2
believed,2
william,2
selected,2
reuben,2
particular,2
manuscripts,2
hundreds,2
popular,2
both,2
researchers,2
despite,2
marketing,2
indians,2
belated,2
californiana,2
area,2
thousand,2
between,2
c,2
era,2
valley,2
northwestern,2
observed,2
meeting,2
admirably,1
miller,1
go,1
does,1
librarian,1
now,1
courier,1
done,1
personally,1
generalization,1
common,1
fraction,1
sued,1
car,1
commentary,1
toned,1
created,1
emerson,1
ready,1
praised,1
market,1
college,1
perfection,1
announced,1
introduction,1
mar,1
likewise,1
complex,1
engineered,1
replaced,1
mostly,1
essays,1
prime,1
stone,1
referring,1
asserted,1
easily,1
studies,1
originals,1
ms,1
reasonably,1
buttonholing,1
title,1
occurred,1
palfrey,1
biographical,1
something,1
hesitated,1
revision,1
source,1
annals,1
contact,1
turning,1
baker,1
prosperous,1
test,1
accumulation,1
said,1
member,1
railroads,1
based,1
way,1
gap,1
beggar,1
sources,1
modest,1
hence,1
defects,1
higginson,1
imprints,1
preceding,1
subscribed,1
production,1
derives,1
