WORDCOUNTS,WEIGHT
the,704
of,382
and,308
in,223
to,174
a,155
that,112
s,101
progressive,89
was,87
for,76
by,67
it,65
movement,52
were,49
as,49
new,47
this,45
had,44
not,43
or,41
they,38
its,34
be,32
from,31
at,30
their,28
we,28
on,28
political,27
these,27
but,26
what,26
progressivism,25
an,25
national,25
american,23
because,23
with,23
been,22
is,22
most,21
have,21
elements,19
could,19
one,18
federal,18
important,18
during,18
only,18
much,18
groups,17
fact,17
social,16
farmers,15
york,15
happened,15
power,15
farm,15
large,14
coalition,14
all,14
labor,14
party,14
which,14
so,14
when,14
any,14
should,14
there,13
even,13
progressives,13
more,13
many,13
great,13
period,13
wilson,13
other,12
leadership,12
reform,12
classes,12
movements,12
if,11
link,11
developments,11
organized,11
part,11
legislation,11
second,11
business,11
economic,11
about,11
time,11
can,11
often,11
control,11
middle,11
d,11
succeeded,11
before,10
government,10
development,10
failure,10
least,10
will,10
f,10
never,10
congress,10
like,10
after,10
among,10
first,9
robert,9
m,9
example,9
state,9
arthur,9
regulation,9
program,9
are,9
did,9
cities,9
true,8
ideals,8
common,8
mass,8
such,8
some,8
against,8
no,8
tensions,8
democratic,8
called,8
third,8
war,8
two,8
see,8
upon,8
hypotheses,8
would,8
harding,8
then,8
know,8
them,8
agricultural,8
urban,8
states,8
coolidge,8
valley,8
policy,7
western,7
history,7
into,7
long,7
might,7
i,7
roosevelt,7
historians,7
than,7
act,7
result,7
public,7
president,7
good,7
industry,7
decline,7
has,7
historical,7
almost,7
campaign,7
little,7
strong,7
way,6
j,6
election,6
objective,6
old,6
may,6
n,6
decade,6
found,6
intellectuals,6
used,6
components,6
woodrow,6
southern,6
under,6
railroad,6
enough,6
do,6
perhaps,6
remained,6
high,6
immigration,6
country,6
leaders,6
administration,6
course,6
prosperity,6
now,5
unite,5
principles,5
except,5
traditions,5
his,5
welfare,5
strength,5
triumph,5
objectives,5
purpose,5
seemed,5
republican,5
various,5
nativism,5
yet,5
goals,5
agrarian,5
tariff,5
free,5
degree,5
made,5
significant,5
full,5
electric,5
la,5
independent,5
begin,5
who,5
life,5
united,5
following,5
must,5
simply,5
intellectual,5
very,5
beginning,5
our,5
years,5
finally,5
themselves,5
c,5
either,4
interests,4
vols,4
