WORDCOUNTS,WEIGHT
the,581
and,347
of,317
to,185
in,166
a,154
he,117
german,76
for,73
arndt,71
which,70
his,68
that,67
it,65
not,60
as,56
i,52
was,50
all,45
people,45
is,44
but,38
by,37
language,37
from,37
their,36
one,35
be,35
only,33
an,31
germans,31
with,30
und,28
had,27
its,27
will,26
fatherland,25
could,25
this,24
man,24
on,24
more,23
who,23
have,23
nationalism,22
my,21
god,21
s,20
nation,20
love,19
they,18
liberty,18
there,18
french,18
would,18
him,18
against,17
were,17
political,16
most,16
when,16
where,16
life,16
der,16
are,16
did,16
you,16
other,15
than,15
then,15
them,15
germany,14
has,14
no,14
or,14
like,14
human,13
world,13
new,13
foreign,13
state,12
das,12
can,12
must,12
die,12
if,11
great,11
those,11
p,11
whole,11
so,11
national,11
at,10
such,10
old,10
even,10
feel,10
found,10
out,10
war,10
saw,10
what,10
through,10
years,10
regarded,9
character,9
nations,9
again,9
time,9
men,9
vaterland,9
kohn,9
hans,9
hatred,8
without,8
how,8
constitution,8
individual,8
wished,8
monarchy,8
seemed,8
wrote,8
these,8
many,8
free,8
volk,8
prussia,8
deutschen,8
rejected,8
peoples,8
far,8
ein,8
much,8
among,8
common,7
wo,7
history,7
into,7
being,7
might,7
nature,7
hate,7
nor,7
we,7
forces,7
own,7
always,7
also,7
am,7
same,7
purity,7
power,7
deutsche,7
longer,7
become,7
any,7
loyalty,7
past,7
france,7
later,6
before,6
thus,6
citizen,6
called,6
strength,6
heart,6
earth,6
eternal,6
den,6
us,6
home,6
creative,6
greatest,6
ibid,6
reality,6
sacred,6
me,6
united,6
princes,6
pt,6
struggle,5
mankind,5
fichte,5
leipzig,5
first,5
sein,5
right,5
very,5
century,5
unity,5
elements,5
soll,5
formed,5
ernst,5
von,5
too,5
democratic,5
opinion,5
zeit,5
rule,5
shall,5
year,5
call,5
ist,5
revolution,5
society,5
therefore,5
demand,5
uns,5
under,5
everything,5
never,5
deep,5
remained,5
classes,5
jahn,5
nationality,5
napoleon,5
been,5
independence,5
centuries,5
intellectual,5
better,5
born,5
according,5
freedom,5
des,5
our,5
race,5
fathers,4
alone,4
live,4
ways,4
union,4
something,4
geist,4
reich,4
long,4
every,4
universalism,4
europe,4
belong,4
happy,4
religion,4
mind,4
bismarck,4
zur,4
build,4
realization,4
vom,4
truly,4
find,4
deeply,4
guard,4
wird,4
higher,4
wishes,4
pp,4
soul,4
understand,4
spirit,4
glorious,4
age,4
beyond,4
your,4
tyranny,4
whom,4
representative,4
because,4
future,4
part,4
good,4
sense,4
folk,4
up,4
werke,4
f,4
feeling,4
yet,4
security,4
ancient,4
alien,4
two,4
appeared,4
honor,4
original,4
upon,4
eighteenth,4
entirely,4
use,4
ideas,4
discovered,4
period,4
alive,4
looked,4
es,4
blood,4
wars,4
each,4
different,4
universal,4
believed,4
healthy,4
popular,4
peace,4
estates,4
enthusiasm,4
highest,4
land,4
between,4
themselves,4
create,4
virtue,4
does,3
superiority,3
humanism,3
way,3
truth,3
berlin,3
mentality,3
former,3
western,3
lieben,3
diversity,3
arms,3
else,3
regeneration,3
beautiful,3
government,3
despotism,3
lofty,3
fur,3
laws,3
dignity,3
harmony,3
realized,3
nenne,3
insisted,3
apparently,3
generation,3
join,3
gott,3
bond,3
humanity,3
importance,3
thought,3
clearly,3
powerful,3
servile,3
important,3
intellectuals,3
events,3
cannot,3
enlightened,3
however,3
public,3
work,3
secret,3
princely,3
order,3
parliament,3
name,3
beauty,3
battle,3
synthesis,3
plans,3
above,3
movement,3
hold,3
ed,3
hopes,3
published,3
law,3
childhood,3
mighty,3
herder,3
hear,3
end,3
forms,3
enough,3
do,3
learn,3
sind,3
illusion,3
wonderful,3
band,3
nothing,3
moritz,3
after,3
latter,3
faith,3
awakening,3
lazy,3
universality,3
european,3
independent,3
prophets,3
fear,3
seen,3
education,3
itself,3
schlegel,3
austria,3
seine,3
rhein,3
sweden,3
napoleonic,3
highly,3
over,3
tongue,3
worth,3
nobility,3
roman,3
turned,3
nationalist,3
rising,3
secure,3
almost,3
patriotism,3
middle,3
uniting,3
became,3
convinced,3
youth,3
ihrer,3
need,3
dark,3
abandoned,3
strong,3
famous,3
gold,3
intimately,2
now,2
recesses,2
names,2
italy,2
stood,2
vienna,2
created,2
europeans,2
revolutionary,2
wackrer,2
e,2
dissolution,2
rhine,2
starts,2
church,2
becoming,2
large,2
denied,2
word,2
true,2
prince,2
earthly,2
sublime,2
favor,2
hotly,2
organic,2
habits,2
legion,2
terrifying,2
stressed,2
swedish,2
rationalism,2
ii,2
give,2
proud,2
restoration,2
address,2
attempt,2
dreams,2
flowing,2
words,2
artificiality,2
assertion,2
warm,2
differences,2
able,2
exalted,2
court,2
