WORDCOUNTS,WEIGHT
the,501
of,348
and,267
to,212
a,149
in,143
that,118
is,99
it,75
we,73
i,68
as,68
history,59
for,58
or,56
are,53
with,52
have,51
not,48
they,47
this,47
be,44
will,41
was,40
past,39
our,39
on,38
their,37
historians,36
my,34
but,32
at,31
can,29
more,28
so,28
an,28
all,27
has,27
about,27
by,27
which,27
great,26
who,26
one,24
there,23
us,23
from,23
s,22
what,22
any,21
must,21
no,20
his,20
historical,20
were,19
them,19
mutation,18
he,18
life,18
such,17
now,16
if,16
into,16
some,16
these,16
men,16
had,15
do,15
like,15
been,15
those,14
than,14
out,14
well,14
future,14
you,14
before,13
how,13
time,13
then,13
very,13
human,12
own,12
social,12
many,12
today,12
reading,11
even,11
may,11
its,11
never,11
bridenbaugh,11
students,11
would,11
historian,11
political,10
because,10
knowledge,10
only,10
scholars,10
new,10
present,10
me,10
carl,10
world,10
years,10
recent,10
american,9
other,9
make,9
century,9
study,9
just,9
people,9
sense,9
think,9
too,9
long,8
last,8
far,8
old,8
most,8
few,8
when,8
up,8
society,8
become,8
ever,8
did,8
former,7
nature,7
age,7
could,7
work,7
graduate,7
once,7
longer,7
readers,7
where,7
made,7
know,7
almost,7
schools,6
modern,6
first,6
every,6
religion,6
take,6
kind,6
young,6
generation,6
civilization,6
without,6
understand,6
university,6
however,6
training,6
research,6
whatever,6
necessary,6
father,6
upon,6
profession,6
times,6
imagination,6
here,6
best,6
city,6
question,6
among,6
way,5
told,5
occurred,5
experience,5
said,5
anything,5
europe,5
real,5
farmer,5
america,5
point,5
cultural,5
find,5
generations,5
sort,5
remote,5
read,5
feel,5
changes,5
came,5
whom,5
let,5
cannot,5
your,5
thoughts,5
year,5
demand,5
still,5
ask,5
teachers,5
enough,5
perhaps,5
books,5
imagine,5
understanding,5
teach,5
she,5
get,5
matters,5
whether,5
write,5
need,5
posterity,5
imaginations,5
entire,5
much,5
should,5
difficult,4
complex,4
mankind,4
western,4
something,4
sources,4
give,4
fully,4
able,4
possible,4
along,4
since,4
nor,4
imaginatively,4
whose,4
conclusions,4
yes,4
important,4
raw,4
term,4
though,4
public,4
part,4
good,4
several,4
impossible,4
always,4
beauty,4
teaching,4
end,4
man,4
day,4
greatest,4
significant,4
nothing,4
reality,4
period,4
high,4
artificial,4
institutions,4
recognize,4
education,4
environment,4
conditions,4
natural,4
each,4
different,4
living,4
alice,4
while,4
both,4
little,4
colleagues,4
between,4
exclusively,4
common,3
meaning,3
created,3
truth,3
college,3
alone,3
needed,3
word,3
live,3
country,3
being,3
worked,3
reach,3
scientists,3
nevertheless,3
existence,3
mass,3
west,3
facts,3
realization,3
body,3
served,3
basic,3
myself,3
b,3
possess,3
literary,3
days,3
frequently,3
spiritual,3
view,3
found,3
reply,3
events,3
war,3
produced,3
younger,3
taught,3
memory,3
data,3
place,3
broad,3
call,3
participate,3
minds,3
either,3
change,3
least,3
event,3
highly,3
periods,3
situation,3
short,3
techniques,3
merits,3
religious,3
yet,3
suited,3
thought,3
classroom,3
culture,3
abandon,3
useful,3
also,3
chaps,3
fact,3
documents,3
daily,3
creative,3
pennsylvania,3
less,3
see,3
educated,3
values,3
entirely,3
him,3
played,3
spent,3
especially,3
allusion,3
editors,3
story,3
quarter,3
revolution,3
farm,3
lost,3
class,3
mother,3
face,3
small,3
down,3
current,3
theology,3
better,3
concrete,3
accounts,3
want,3
her,3
level,3
come,3
tell,3
twentieth,3
course,3
d,3
socially,3
themselves,3
embraces,3
deficiency,3
close,3
democracy,2
surroundings,2
does,2
possessed,2
calf,2
later,2
groups,2
brilliantly,2
kinds,2
library,2
true,2
english,2
ways,2
pail,2
