WORDCOUNTS,WEIGHT
the,387
of,222
to,105
and,101
in,84
was,68
a,61
that,45
his,44
as,38
he,35
for,32
electoral,31
on,30
be,30
had,29
this,28
s,27
election,27
not,26
official,25
at,24
chamber,22
were,22
by,21
have,21
it,20
they,19
which,19
an,19
prefect,18
from,17
hello,17
more,16
law,16
would,16
their,15
is,15
minister,15
two,15
with,14
but,14
sivry,14
one,14
could,13
candidates,13
may,12
these,12
time,12
july,11
candidate,11
only,11
made,11
who,11
office,11
than,11
before,10
new,10
i,10
paris,10
administration,10
elections,10
la,10
no,9
or,9
fact,9
rennes,9
since,9
candidature,8
first,8
been,8
francs,8
eligibility,8
when,8
ineligible,7
received,7
such,7
rochelle,7
interior,7
de,7
so,7
after,7
direct,6
under,6
admyrault,6
ploermel,6
did,6
montalivet,6
government,6
hundred,6
man,6
men,6
administrative,6
public,6
will,6
lorois,6
upon,6
son,6
laws,6
lists,6
deputies,6
even,6
second,5
if,5
december,5
ineligibility,5
months,5
college,5
dated,5
most,5
fromant,5
m,5
out,5
there,5
subprefect,5
day,5
case,5
opposition,5
king,5
taxes,5
monarchy,5
resignation,5
its,5
letter,5
place,5
chosen,5
legislation,5
him,5
june,5
tactics,5
notes,5
five,4
wrote,4
district,4
april,4
fils,4
suggestions,4
hold,4
successor,4
duvergier,4
deputy,4
into,4
then,4
elected,4
n,4
inferieure,4
fire,4
all,4
are,4
able,4
very,4
political,4
districts,4
well,4
must,4
october,4
during,4
until,4
week,4
three,4
position,4
d,4
voters,4
quite,4
campaign,4
charles,4
court,4
liberals,3
now,3
later,3
next,3
f,3
dissolution,3
ordinance,3
put,3
support,3
soon,3
considered,3
took,3
jurisdiction,3
same,3
du,3
cabinet,3
being,3
either,3
members,3
certainly,3
ministerial,3
cour,3
found,3
charente,3
great,3
indeed,3
p,3
end,3
country,3
question,3
last,3
equally,3
according,3
dissolved,3
them,3
less,3
ibid,3
governmental,3
resigned,3
charter,3
char,3
almost,3
possible,3
franchise,3
des,3
reply,3
father,3
vote,3
city,3
november,3
possession,3
sitting,3
appointed,3
morbihan,3
call,3
charges,3
held,3
successful,3
field,3
period,3
postponement,3
order,3
defense,3
old,3
latter,3
thousand,3
few,3
inf,3
date,3
anything,3
sept,3
those,3
paid,3
cassation,3
general,3
carried,2
imminent,2
therefore,2
suggestion,2
r,2
whose,2
spelled,2
various,2
drafted,2
true,2
employ,2
indicated,2
usually,2
effected,2
himself,2
naturally,2
how,2
might,2
validity,2
led,2
object,2
success,2
still,2
importance,2
certain,2
group,2
parts,2
about,2
word,2
likely,2
philippe,2
portrayed,2
citizens,2
situation,2
instances,2
completely,2
unusual,2
serve,2
former,2
gallot,2
detail,2
les,2
devices,2
confidence,2
necessary,2
serious,2
days,2
promotion,2
already,2
circumstances,2
age,2
dishonest,2
ministers,2
department,2
officers,2
else,2
continued,2
elect,2
party,2
parliamentary,2
neither,2
majority,2
stated,2
restoration,2
others,2
worked,2
jan,2
active,2
answer,2
other,2
equivocal,2
histories,2
reasons,2
against,2
post,2
particularly,2
incident,2
impassioned,2
proved,2
take,2
succeeding,2
appeared,2
faithful,2
better,2
stupid,2
stand,2
present,2
what,2
within,2
power,2
recently,2
see,2
speech,2
meet,2
practice,2
thirty,2
however,2
hoped,2
supporter,2
judicial,2
explain,2
has,2
task,2
because,2
secure,2
none,2
felt,2
some,2
rendered,2
fraud,2
cou,2
rebuttal,2
far,2
desired,2
point,2
x,2
through,2
civil,2
knowledge,2
published,2
role,2
ruling,2
promises,2
louis,2
went,2
expression,2
use,2
realm,2
using,2
realized,2
convocation,2
denied,2
coming,2
thus,2
intra,2
years,2
guizot,2
own,2
demanded,2
patriots,2
continuance,2
national,2
publication,2
nov,2
g,2
probably,2
accept,2
regarded,2
common,2
representative,2
issued,2
revised,2
followed,2
revolution,2
appointment,2
expected,2
france,2
affairs,2
off,2
involved,2
why,2
feasible,2
between,2
assumed,2
six,2
votes,2
guillaume,2
thing,2
accusations,2
january,2
departmental,2
little,2
communication,2
re,2
strong,2
among,2
weil,2
provided,2
inducted,2
summer,2
helie,2
renmained,1
conceal,1
revolved,1
prognosticated,1
seats,1
phases,1
cite,1
promised,1
higher,1
disarmed,1
lesser,1
hefore,1
rights,1
loyal,1
go,1
does,1
late,1
offices,1
mole,1
misuse,1
gime,1
objectionable,1
fined,1
simultaneously,1
brought,1
autumn,1
positions,1
yale,1
sword,1
aid,1
gratuitously,1
nord,1
io,1
demand,1
deny,1
reduced,1
violation,1
verification,1
give,1
criticism,1
limits,1
matter,1
africa,1
availed,1
without,1
dictionnaire,1
replied,1
