WORDCOUNTS,WEIGHT
the,522
of,390
to,374
in,223
and,178
was,160
he,134
a,132
his,117
that,110
s,84
for,77
as,71
had,67
not,67
it,66
winwood,62
were,58
cecil,55
james,55
this,51
on,51
with,50
ed,49
be,47
carleton,43
at,42
edmondes,42
from,42
i,39
ambassador,35
him,35
an,33
but,33
who,33
some,31
ambassadors,31
fol,31
they,30
digby,30
king,28
fols,28
by,28
more,28
state,28
london,27
ibid,27
would,27
so,27
english,26
there,26
sp,26
their,26
sir,26
which,26
no,24
vorstius,24
pro,24
if,23
diplomatic,23
government,23
england,22
trumbull,22
did,22
one,21
wrote,21
is,21
all,20
service,20
about,20
letters,19
manuscripts,19
than,18
spanish,18
have,18
them,17
hinds,16
most,16
when,16
or,16
also,16
after,16
iii,16
you,16
dutch,15
received,15
john,15
much,15
papers,14
could,14
only,14
see,14
chamberlain,14
became,14
jacobean,14
france,14
ii,13
himself,13
your,13
bm,13
cornwallis,13
venetian,13
secretary,12
maurice,12
marquess,12
rather,12
parry,12
lee,12
made,12
purnell,12
spain,12
ms,11
venice,11
since,11
pay,11
my,11
well,11
because,11
its,11
stowe,11
other,11
man,11
do,11
like,11
been,11
then,11
post,11
e,10
court,10
those,10
money,10
downshire,10
such,10
jr,10
may,10
up,10
wotton,10
asked,10
great,9
merchants,9
g,9
henry,9
pounds,9
out,9
receive,9
will,9
make,9
lord,9
thomas,9
sept,9
dec,9
embassy,9
are,9
what,9
feb,9
jan,9
years,9
being,8
said,8
first,8
vols,8
might,8
sent,8
complained,8
de,8
without,8
calendar,8
too,8
cost,8
however,8
french,8
many,8
time,8
enough,8
less,8
sawyer,8
doge,8
sometimes,8
foreign,8
often,8
thousand,8
memorials,7
told,7
instructions,7
before,7
intelligence,7
far,7
holland,7
shall,7
part,7
year,7
good,7
june,7
paid,7
lesieur,7
death,7
cottington,7
brussels,7
latter,7
any,7
senate,7
carew,7
occasionally,7
diplomatists,7
between,7
should,7
career,6
policy,6
majesty,6
written,6
against,6
instance,6
important,6
informed,6
got,6
own,6
exchequer,6
order,6
matter,6
yet,6
home,6
others,6
men,6
pindar,6
use,6
office,6
appointment,6
we,6
brown,6
months,6
agents,6
over,6
eventually,6
very,6
better,6
resident,6
went,6
mar,5
per,5
h,5
duke,5
into,5
departure,5
book,5
hundred,5
iv,5
account,5
letter,5
served,5
apr,5
even,5
whose,5
dudley,5
sort,5
special,5
earl,5
send,5
always,5
protestant,5
came,5
lived,5
affair,5
expensive,5
abroad,5
elizabeth,5
oct,5
f,5
two,5
where,5
council,5
necessary,5
perhaps,5
reward,5
hague,5
hope,5
get,5
here,5
december,5
domestic,5
february,5
allowance,5
while,5
information,5
rochester,5
our,5
nov,5
mcclure,5
difficult,4
go,4
prince,4
whom,4
take,4
staff,4
robert,4
household,4
consuls,4
kirk,4
thing,4
difficulty,4
master,4
edward,4
b,4
supposed,4
wanted,4
university,4
possibly,4
house,4
hereafter,4
opinion,4
found,4
hath,4
theological,4
used,4
work,4
carry,4
brought,4
example,4
during,4
et,4
connections,4
officials,4
least,4
caused,4
governments,4
estates,4
io,4
indeed,4
july,4
judgment,4
sending,4
thought,4
under,4
same,4
these,4
journey,4
end,4
paris,4
present,4
answer,4
remarked,4
queensberry,4
charge,4
hmc,4
three,4
professional,4
replied,4
usually,4
five,4
began,4
buccleuch,4
matters,4
precedence,4
must,4
each,4
worth,4
expense,4
particularly,4
job,4
expenses,4
reign,4
reported,4
complaints,4
question,4
write,4
opinions,4
worried,4
charles,4
c,4
early,4
cited,4
does,3
way,3
later,3
vienna,3
ready,3
just,3
group,3
large,3
stone,3
something,3
davis,3
long,3
every,3
embassies,3
taken,3
official,3
company,3
nothing,3
merit,3
accredited,3
debt,3
salary,3
last,3
mind,3
dispatches,3
mr,3
posts,3
right,3
apprenticeship,3
italian,3
felt,3
possible,3
assure,3
october,3
doth,3
negotiation,3
agent,3
expected,3
yourself,3
kind,3
nor,3
amount,3
marriage,3
prada,3
left,3
hardly,3
kept,3
poor,3
l,3
foscarini,3
arrears,3
pages,3
lay,3
privy,3
clerk,3
put,3
result,3
advance,3
arrival,3
called,3
flanders,3
representative,3
failure,3
almost,3
having,3
future,3
training,3
has,3
week,3
things,3
excuse,3
protest,3
involved,3
small,3
certainly,3
philip,3
content,3
ceremonial,3
still,3
religious,3
zeal,3
oxford,3
wake,3
predecessor,3
us,3
merchant,3
hay,3
al,3
already,3
financial,3
new,3
theologian,3
charges,3
