WORDCOUNTS,WEIGHT
the,509
of,255
in,247
to,121
and,109
a,97
that,96
was,71
new,61
i,60
elections,59
states,59
jackson,53
for,49
by,45
with,44
be,41
vote,40
voter,39
is,37
state,34
participation,34
as,32
presidential,32
were,31
it,29
been,29
or,29
had,29
jacksonian,27
this,27
voting,26
democracy,25
per,25
cent,25
only,24
election,24
have,24
there,23
on,23
adult,23
not,21
than,20
polls,19
white,19
from,19
but,18
york,17
political,17
voters,17
their,16
before,16
did,16
between,16
males,15
which,15
electorate,15
after,15
at,14
contest,14
one,14
total,14
most,14
has,14
politics,14
popular,14
period,14
when,14
his,13
democratic,13
average,13
suffrage,13
parties,12
made,12
virginia,12
such,12
table,12
american,11
no,11
more,11
each,11
can,11
would,11
those,11
where,10
its,10
uprising,10
island,10
rhode,10
all,10
richard,10
o,10
three,10
national,10
perspectives,9
candidates,9
see,9
jersey,9
these,9
ii,9
mighty,9
electors,9
so,9
louisiana,9
percentages,9
gubernatorial,8
they,8
male,8
history,8
are,8
s,8
p,8
returns,8
population,8
mccormick,8
some,8
highs,8
an,8
potential,8
percentage,8
he,7
common,7
any,7
over,7
massachusetts,7
hampshire,7
prior,7
proportions,7
during,7
until,7
kentucky,7
adams,7
among,7
we,7
tennessee,7
may,6
dimensions,6
connecticut,6
unprecedented,6
certain,6
maryland,6
then,6
cast,6
other,6
into,6
mississippi,6
carolina,6
man,6
system,6
aliens,6
data,6
ohio,6
factor,6
pennsylvania,6
interest,6
qualifications,6
six,6
votes,6
little,6
alabama,5
south,5
higher,5
go,5
rate,5
way,5
indeed,5
proportion,5
study,5
citizens,5
numbers,5
conclusion,5
delaware,5
presidency,5
georgia,5
out,5
whether,5
because,5
remained,5
property,5
difference,5
illinois,5
significant,5
question,5
low,5
g,5
d,5
high,5
margin,5
few,5
reached,5
figures,5
hardly,5
increase,5
van,4
factors,4
now,4
fairly,4
if,4
five,4
e,4
large,4
analysis,4
federal,4
candidate,4
western,4
index,4
magnitude,4
n,4
two,4
vermont,4
either,4
actually,4
vols,4
j,4
went,4
could,4
porter,4
appearance,4
time,4
obviously,4
far,4
contemporary,4
took,4
influences,4
established,4
less,4
choice,4
ed,4
however,4
year,4
iii,4
recorded,4
scene,4
account,4
size,4
who,4
even,4
upon,4
west,4
taking,4
brought,4
except,4
became,4
nation,4
virtually,4
andrew,4
jacksonians,4
contests,4
level,4
field,4
increased,4
requirement,4
small,4
c,4
compared,4
era,4
turnout,4
flood,4
north,4
example,4
will,3
figure,3
obtained,3
result,3
represent,3
order,3
crest,3
becomes,3
succession,3
missouri,3
president,3
b,3
registered,3
changes,3
united,3
true,3
h,3
computed,3
comparisons,3
image,3
fifteen,3
record,3
involved,3
comparison,3
age,3
first,3
rise,3
chose,3
barriers,3
long,3
evidence,3
might,3
excess,3
union,3
many,3
greater,3
character,3
best,3
seem,3
very,3
together,3
sellers,3
chosen,3
census,3
number,3
historical,3
last,3
based,3
them,3
terms,3
citizenship,3
governor,3
answer,3
buren,3
problem,3
england,3
near,3
well,3
another,3
drawn,3
indiana,3
personal,3
received,3
voted,3
consequently,3
calculated,3
place,3
behavior,3
throughout,3
previous,3
years,3
development,3
fact,3
washington,3
points,3
attained,3
change,3
relatively,3
least,3
balanced,3
jr,3
reliable,3
exceeded,3
perspective,3
charles,3
legis,3
highly,3
peak,3
compare,3
maine,3
probably,3
schlesinger,3
roaring,3
existed,3
suggest,3
subsequently,2
thirteen,2
civilization,2
tippecanoe,2
middle,2
hofstadter,2
michigan,2
popularity,2
crucial,2
imbalance,2
how,2
validity,2
exception,2
rather,2
sixteen,2
tax,2
sectional,2
still,2
southern,2
hero,2
replaced,2
closeness,2
list,2
perilously,2
asserted,2
outpouring,2
instances,2
eighteen,2
surpassed,2
brunswick,2
compilation,2
dynasty,2
assumption,2
university,2
neither,2
mean,2
emergence,2
recently,2
section,2
complete,2
passed,2
generally,2
every,2
frequently,2
fifty,2
exceed,2
continued,2
taxpayers,2
quantitative,2
modest,2
party,2
surge,2
roseboom,2
certainly,2
sided,2
answered,2
slightly,2
aspect,2
set,2
restrictions,2
attempts,2
opinion,2
mark,2
legislature,2
view,2
around,2
put,2
nature,2
legislative,2
persuasion,2
granted,2
thus,2
occurred,2
consideration,2
opposition,2
available,2
scholars,2
down,2
limited,2
viewpoint,2
entered,2
half,2
four,2
soared,2
john,2
real,2
comparable,2
enlarged,2
feature,2
appeared,2
never,2
turned,2
precisely,2
present,2
william,2
remarkable,2
what,2
essentially,2
reign,2
viewed,2
case,2
explanation,2
placed,2
bettered,2
eastern,2
awm,2
historians,2
beard,2
degree,2
doubled,2
apparently,2
possible,2
marked,2
qualification,2
machinery,2
balance,2
urban,2
ascertain,2
vast,2
secured,2
eleven,2
accompanying,2
given,2
through,2
arose,2
previously,2
failed,2
content,2
apparent,2
relate,2
sufficiently,2
conversely,2
use,2
gave,2
operated,2
conditions,2
phenomenon,2
questions,2
participated,2
differential,2
central,2
obvious,2
engaged,2
our,2
full,2
employed,2
markedly,2
attributed,2
realized,2
t,2
arkansas,2
victory,2
general,2
mass,2
organized,2
aroused,2
legislators,2
meyers,2
sources,2
measuring,2
stimulated,2
remains,2
old,2
almanacs,2
favored,2
members,2
highest,2
estimate,2
harrison,2
men,2
much,2
recent,2
came,2
appropriate,2
should,2
newly,2
provided,2
congressional,2
influence,2
close,2
major,2
seemed,2
foaming,2
discriminating,1
distinct,1
dealing,1
commager,1
envelop,1
impossibility,1
uncommon,1
binkley,1
operation,1
therefore,1
privilege,1
revealed,1
polk,1
receded,1
simultaneously,1
producing,1
shrinks,1
profoundly,1
respect,1
untenable,1
recognized,1
situation,1
automatic,1
anticipated,1
dampened,1
immature,1
essential,1
frederick,1
upswing,1
note,1
investigated,1
variety,1
elimination,1
without,1
various,1
interpolation,1
estimated,1
programmatic,1
curtailed,1
science,1
statements,1
correlation,1
bulk,1
bring,1
populations,1
meaning,1
l,1
growth,1
performance,1
residence,1
effected,1
groups,1
doctoral,1
across,1
said,1
opponent,1
remain,1
expansion,1
furthermore,1
reasonable,1
basic,1
critical,1
miller,1
category,1
authorities,1
extreme,1
inquire,1
official,1
deducted,1
brief,1
resulted,1
levels,1
ten,1
mysteries,1
nearly,1
arrive,1
primarily,1
albany,1
responded,1
process,1
upward,1
magnetic,1
object,1
reason,1
ioi,1
active,1
ogg,1
strongly,1
judgment,1
mar,1
constitution,1
determining,1
magnetism,1
make,1
dean,1
indicates,1
associate,1
restrictionist,1
eight,1
required,1
tregle,1
confine,1
similar,1
contemporaneous,1
privileges,1
immensity,1
covering,1
inconsequential,1
insistently,1
disintegration,1
greatest,1
payment,1
special,1
rank,1
matched,1
often,1
perhaps,1
riches,1
specific,1
identify,1
label,1
impressed,1
fall,1
awareness,1
augmented,1
calculate,1
listed,1
formed,1
surprising,1
organic,1
frontier,1
used,1
bach,1
expressing,1
maximum,1
evaluated,1
sons,1
yet,1
succinctlybewildering,1
peaks,1
observer,1
means,1
completely,1
inaccuracy,1
sensed,1
foregone,1
laws,1
burnham,1
consistently,1
sonian,1
semblance,1
surpass,1
figured,1
nor,1
enfranchised,1
joseph,1
later,1
canvass,1
precision,1
suddenness,1
under,1
sense,1
calif,1
decade,1
loser,1
winning,1
smallness,1
baltimore,1
campaign,1
key,1
statistical,1
discouraged,1
retained,1
v,1
twentythree,1
populationy,1
necessary,1
policies,1
robinson,1
light,1
expressed,1
singular,1
exceptions,1
debarred,1
obtainable,1
attract,1
considered,1
mary,1
attractiveness,1
series,1
excitement,1
colonial,1
characterizations,1
document,1
too,1
mcmasters,1
dwindled,1
careful,1
already,1
alien,1
show,1
restrict,1
enthusiastically,1
qualified,1
included,1
congress,1
ballots,1
possibly,1
constituted,1
ever,1
noted,1
hermitage,1
incomplete,1
stimulus,1
vi,1
known,1
fraction,1
relevance,1
beyond,1
explaining,1
social,1
double,1
retired,1
regime,1
persuasive,1
bancroft,1
seventeen,1
advantage,1
confusion,1
wilfred,1
md,1
flocked,1
resistance,1
extraordinary,1
also,1
connection,1
appealing,1
oneparty,1
majority,1
distinguishing,1
answers,1
dissertation,1
exclusive,1
explain,1
sections,1
verify,1
seven,1
m,1
important,1
think,1
know,1
again,1
stating,1
footnote,1
latitudinarianism,1
caucus,1
natural,1
appear,1
revealing,1
termination,1
similarly,1
newer,1
identified,1
princeton,1
charters,1
opponents,1
whereas,1
rudimentary,1
tradition,1
bow,1
words,1
advance,1
my,1
different,1
xliii,1
immense,1
shaped,1
interested,1
treatment,1
believe,1
deterioration,1
reexamined,1
nouveaux,1
leading,1
genuine,1
broadly,1
restrictive,1
assertion,1
examination,1
correspondingly,1
found,1
here,1
broken,1
great,1
simple,1
traditionally,1
match,1
marvin,1
amounted,1
differences,1
extended,1
farmers,1
pulse,1
inquiry,1
gives,1
achieved,1
effort,1
dramatic,1
observing,1
enable,1
admittedly,1
particularly,1
preoccupied,1
presumably,1
government,1
house,1
diverse,1
journals,1
located,1
workingmen,1
requirements,1
negligible,1
overwhelmingly,1
arthur,1
associated,1
survey,1
twenty,1
take,1
electoratediminished,1
farmer,1
deusen,1
considerable,1
fashion,1
distinctive,1
vigorous,1
workingman,1
past,1
climate,1
burst,1
unchallenged,1
above,1
removal,1
representative,1
none,1
remarkably,1
glyndon,1
kirk,1
faithful,1
late,1
respectively,1
conclusions,1
fits,1
final,1
hand,1
emphasized,1
practicable,1
difficult,1
beginning,1
henry,1
hypotheses,1
brougrht,1
supporters,1
investigations,1
according,1
wit,1
invalid,1
delineated,1
regular,1
somewhat,1
explanations,1
governors,1
reform,1
do,1
studying,1
notable,1
developing,1
moderate,1
motivating,1
daniel,1
bore,1
relevant,1
rose,1
decennial,1
intensity,1
hailed,1
horace,1
tribune,1
older,1
council,1
forth,1
particular,1
scale,1
imposed,1
