WORDCOUNTS,WEIGHT
the,852
of,593
and,394
in,240
to,231
a,213
law,179
that,168
legal,100
was,97
as,93
for,84
were,77
their,75
on,67
american,66
had,66
he,65
by,64
they,61
new,61
an,56
s,55
most,50
with,47
realism,47
jurisprudence,45
frank,43
it,41
llewellyn,40
realists,40
such,39
ethical,39
or,36
his,34
them,34
at,33
not,33
be,30
who,29
many,28
review,27
could,27
any,27
university,26
social,26
is,26
some,25
no,25
moral,25
theory,25
all,24
only,24
pound,24
human,23
more,23
natural,23
between,22
judicial,21
scientific,21
men,21
empirical,21
justice,21
judges,21
philosophy,21
i,20
critics,20
rules,20
see,20
from,20
what,20
those,19
york,19
which,19
while,19
other,18
ibid,18
democracy,17
declared,17
case,17
facts,17
its,17
decisions,17
holmes,17
intellectual,17
one,16
principles,16
jr,16
when,16
scholars,16
judge,16
would,16
e,15
modern,15
relativism,15
work,15
approach,15
catholic,15
science,15
been,15
also,14
edward,14
study,14
n,14
democratic,14
concept,14
lawyers,14
but,14
toward,14
abstract,14
way,13
government,13
philosophical,13
purcell,13
values,13
ideas,13
actual,13
yale,13
school,13
rational,12
system,12
cohen,12
argued,12
method,12
about,12
fact,12
made,12
clear,12
decision,12
practical,12
did,12
particular,12
both,12
have,12
much,12
mind,11
against,11
walter,11
cases,11
process,11
radin,11
pragmatism,11
basis,11
society,11
concepts,11
wars,11
terms,11
attitudes,11
although,11
early,11
if,10
nature,10
there,10
behavior,10
catholics,10
support,10
totalitarianism,10
important,10
because,10
precedents,10
movement,10
logic,10
like,10
after,10
attitude,10
deductive,10
fuller,10
cook,10
arnold,10
extreme,9
true,9
necessarily,9
into,9
first,9
explained,9
insisted,9
columbia,9
empiricism,9
even,9
journal,9
lawyer,9
problems,9
attack,9
out,9
thought,9
ed,9
subjective,9
time,9
number,9
robinson,9
often,9
are,9
institute,9
psychology,9
world,9
certainty,9
charged,9
debate,9
confusion,8
real,8
political,8
has,8
point,8
realistic,8
century,8
yntema,8
than,8
how,8
basic,8
importance,8
reason,8
juristic,8
based,8
june,8
proper,8
may,8
same,8
two,8
attacks,8
idea,8
profession,8
realist,8
claimed,8
began,8
analysis,8
considered,8
then,8
believed,8
through,8
years,8
twentieth,8
association,8
uncertainty,8
great,7
existence,7
logical,7
laws,7
thus,7
throughout,7
professor,7
since,7
objective,7
wholly,7
apr,7
rather,7
l,7
established,7
came,7
lead,7
part,7
knowledge,7
during,7
impossible,7
felix,7
fundamental,7
do,7
theoretical,7
individual,7
faith,7
patterson,7
life,7
itself,7
changing,7
whether,7
agreed,7
charles,7
c,7
traditional,7
should,7
courts,6
ultimate,6
position,6
experience,6
emphasized,6
right,6
totalitarian,6
dean,6
americans,6
proceedings,6
certain,6
clearly,6
just,6
w,6
helped,6
suggested,6
deal,6
though,6
explain,6
whole,6
older,6
own,6
practice,6
make,6
sociological,6
experimental,6
actually,6
ought,6
john,6
thirties,6
accepted,6
karl,6
hutcheson,6
harvard,6
theories,6
never,6
can,6
force,6
understand,6
united,6
judgments,6
must,6
sciences,6
associated,6
concrete,6
id,6
became,6
nov,6
need,6
evidence,6
themselves,6
reached,6
seemed,6
roscoe,5
groups,5
truth,5
mar,5
jerome,5
studies,5
ideals,5
history,5
absolutists,5
leading,5
court,5
young,5
spite,5
critique,5
edwin,5
earlier,5
symbols,5
standard,5
cardozo,5
max,5
called,5
economics,5
criticisms,5
war,5
moore,5
having,5
revealed,5
used,5
ideal,5
example,5
gave,5
minds,5
good,5
published,5
few,5
provided,5
actions,5
f,5
defended,5
still,5
evil,5
pointed,5
addition,5
end,5
man,5
validity,5
remarked,5
upon,5
use,5
questions,5
rejected,5
spread,5
so,5
general,5
him,5
state,5
become,5
robert,5
relative,5
absolutes,5
methods,5
wheeler,5
joseph,5
thinking,5
simply,5
pragmatic,5
historical,5
turned,5
william,5
impact,5
constitutional,5
boston,5
maintained,5
unable,5
states,5
colleagues,5
little,5
common,4
conflicting,4
created,4
alone,4
completely,4
considerations,4
notre,4
hence,4
taken,4
found,4
intuitive,4
raised,4
committed,4
confused,4
beard,4
ready,4
apply,4
feb,4
admitted,4
forced,4
nor,4
served,4
dame,4
mechanical,4
hutchins,4
schools,4
operations,4
act,4
growth,4
developed,4
interpretation,4
benjamin,4
discoveries,4
factors,4
old,4
too,4
rationally,4
beyond,4
root,4
intellectuals,4
late,4
equally,4
placed,4
absolute,4
possibility,4
lost,4
nelles,4
purpose,4
justification,4
tone,4
officials,4
restatement,4
sense,4
long,4
ignore,4
saw,4
convinced,4
brief,4
sweeping,4
criticism,4
under,4
majority,4
others,4
beliefs,4
reasoning,4
becker,4
contemporary,4
where,4
establish,4
necessary,4
conviction,4
explanation,4
bitter,4
charge,4
truths,4
reality,4
function,4
thomas,4
looked,4
morris,4
we,4
concluded,4
legitimacy,4
empirically,4
meant,4
physical,4
universal,4
absolutism,4
far,4
merely,4
beginning,4
outlook,4
form,4
cause,4
mcdougal,4
hoped,4
problem,4
extent,4
relativity,4
almost,4
role,4
subject,4
assumptions,4
went,4
question,4
ignored,4
quest,4
motives,4
attempted,4
needs,4
specific,4
