WORDCOUNTS,WEIGHT
the,575
of,370
and,211
to,160
in,153
a,102
our,80
that,56
world,56
for,54
american,50
as,48
with,48
united,47
states,47
policy,43
by,43
have,43
it,42
war,42
we,42
from,36
on,35
s,32
foreign,32
or,31
is,30
new,29
not,29
at,28
great,27
was,26
power,25
which,25
this,24
century,22
had,22
history,21
during,21
been,21
its,19
would,19
so,19
all,18
they,17
liberty,17
if,16
one,16
his,16
but,16
these,16
first,15
there,15
than,15
neutrality,15
any,15
be,15
no,14
their,14
nation,14
two,14
were,14
after,14
are,14
even,13
more,13
wars,13
national,13
did,12
an,12
may,12
nations,12
over,12
when,12
freedom,12
atlantic,11
germany,11
people,11
second,11
only,11
has,11
historical,11
other,10
within,10
balance,10
blessings,10
also,10
britain,10
much,10
now,9
geopolitical,9
age,9
president,9
revolution,9
japan,9
three,9
wilson,9
what,9
whether,9
politics,9
diplomatic,8
western,8
into,8
military,8
europe,8
roosevelt,8
british,8
america,8
such,8
german,8
old,8
out,8
he,8
asia,8
time,8
another,8
diplomacy,8
can,8
european,8
flagg,8
years,8
nineteenth,7
experience,7
i,7
last,7
against,7
bemis,7
us,7
future,7
security,7
again,7
end,7
values,7
today,7
independence,7
itself,7
peace,7
revolutionary,6
position,6
allies,6
might,6
spain,6
too,6
most,6
isolation,6
configuration,6
will,6
treaty,6
french,6
toward,6
own,6
times,6
them,6
peoples,6
samuel,6
washington,6
shift,6
between,6
stood,5
t,5
certainly,5
able,5
take,5
system,5
powers,5
review,5
since,5
back,5
rather,5
soviet,5
cuba,5
beyond,5
could,5
international,5
well,5
purpose,5
forces,5
tone,5
about,5
pacific,5
oceans,5
picture,5
present,5
preserve,5
navy,5
do,5
perhaps,5
free,5
victory,5
defense,5
like,5
period,5
neutral,5
space,5
life,5
centuries,5
canada,5
global,5
half,5
ever,5
twentieth,5
does,4
later,4
treaties,4
continent,4
long,4
those,4
theodore,4
some,4
throughout,4
nor,4
third,4
rights,4
how,4
danger,4
strategy,4
came,4
color,4
safe,4
sacrifice,4
island,4
statesmen,4
won,4
both,4
alliance,4
change,4
least,4
seemed,4
judgment,4
measure,4
under,4
same,4
africa,4
social,4
longer,4
less,4
use,4
mexico,4
need,4
historian,4
must,4
each,4
seem,4
quote,4
axis,4
her,4
through,4
territory,4
colonial,4
d,4
followed,4
c,4
little,4
north,4
meaning,3
e,3
sudden,3
said,3
implications,3
address,3
words,3
napoleon,3
thanks,3
mississippi,3
state,3
political,3
china,3
issue,3
side,3
east,3
historians,3
very,3
human,3
immediate,3
professor,3
farewell,3
relations,3
alliances,3
freedoms,3
dilemma,3
revisionists,3
across,3
thing,3
republic,3
distant,3
changes,3
latin,3
defeat,3
union,3
acheson,3
based,3
lived,3
ocean,3
fourth,3
cannot,3
meet,3
work,3
emancipation,3
overseas,3
around,3
hemisphere,3
latest,3
mahan,3
massive,3
communist,3
happy,3
still,3
intervention,3
once,3
without,3
atomic,3
where,3
see,3
eighteenth,3
open,3
him,3
lose,3
problems,3
hostage,3
distresses,3
armed,3
face,3
case,3
lessons,3
broke,3
here,3
set,3
down,3
domestic,3
far,3
better,3
terms,3
hitler,3
secure,3
imperial,3
revolutions,3
easy,3
merchant,3
question,3
survival,3
countrymen,3
themselves,3
era,3
major,3
archives,2
weighed,2
struggle,2
deny,2
fathers,2
vienna,2
peaceful,2
widening,2
red,2
large,2
complex,2
envisioned,2
foolproof,2
solidarity,2
studies,2
former,2
before,2
navies,2
establish,2
arms,2
every,2
taken,2
ourselves,2
nature,2
friendly,2
principles,2
advantage,2
indeed,2
government,2
hundred,2
resulting,2
stand,2
