WORDCOUNTS,WEIGHT
the,1218
of,675
in,451
and,443
to,363
their,193
a,160
pp,152
were,148
by,143
was,141
for,123
had,108
i,107
that,106
century,95
as,90
peasants,88
from,88
on,83
p,82
they,75
eastern,66
this,59
europe,57
peasant,56
been,53
these,47
it,46
who,46
or,45
land,45
but,43
lords,41
with,41
them,41
fifteenth,40
der,40
lands,40
russia,40
seigneurs,38
his,37
centuries,37
more,36
so,36
free,35
at,34
labor,34
german,34
prussia,34
not,34
over,34
serfdom,33
all,32
s,32
many,32
be,32
lord,31
new,31
obligations,30
carsten,29
origins,29
much,28
into,27
seigneurial,27
some,26
sixteenth,26
prices,26
have,26
which,26
freedom,26
economic,25
power,25
made,25
began,25
geschichte,25
western,24
bohemia,24
there,23
peasantry,23
population,23
because,23
poland,23
an,23
rise,23
grain,23
holding,22
those,22
zur,22
cities,22
nobility,21
east,21
most,21
nobles,21
west,21
thirteenth,20
he,20
holdings,19
und,19
law,19
when,19
ii,18
even,18
than,18
part,18
during,18
renters,18
decline,18
only,18
slaves,18
increase,18
is,18
market,17
growth,17
could,17
end,17
rachfahl,17
own,17
became,17
fourteenth,17
between,17
production,16
political,16
days,16
stark,16
status,16
still,16
blum,16
services,16
after,16
die,16
germany,15
one,15
development,15
european,15
class,15
settled,15
often,15
dues,15
des,15
silesia,15
increased,15
history,14
state,14
price,14
demesne,14
up,14
wirtschaftsgeschichte,14
v,14
livonia,14
jerome,14
then,14
colonization,14
themselves,14
other,13
right,13
condition,13
villages,13
demand,13
movement,13
also,13
restrictions,13
sometimes,13
did,13
goods,13
although,13
lithuania,13
bosse,12
per,12
first,12
powers,12
central,12
serf,12
out,12
its,12
people,12
hungary,12
depression,12
hist,12
under,12
same,12
period,12
become,12
princes,12
middle,12
era,12
polish,11
rev,11
great,11
able,11
jurisdictional,11
g,11
general,11
serfs,11
established,11
apparently,11
warszawski,11
time,11
upon,11
privileges,11
rutkowski,11
times,11
would,11
especially,11
bound,11
pt,11
rosenberg,11
given,10
large,10
money,10
ceh,10
rights,10
without,10
legal,10
too,10
result,10
f,10
sovereign,10
about,10
elbe,10
another,10
use,10
trade,10
life,10
colonists,10
half,10
twelfth,10
urban,10
cash,10
come,10
kuhn,10
now,9
village,9
old,9
kulischer,9
importance,9
von,9
maybaum,9
entwicklung,9
veselovskii,9
received,9
order,9
paid,9
second,9
expansion,9
hold,9
no,9
native,9
palacky,9
deutschen,9
continued,9
schwabe,9
number,9
early,9
medieval,8
e,8
royal,8
before,8
moscow,8
russian,8
important,8
came,8
required,8
tenure,8
la,8
landlords,8
will,8
reduced,8
permission,8
others,8
towns,8
do,8
less,8
domanovszky,8
week,8
private,8
xvi,8
extensive,8
are,8
far,8
id,8
rose,8
size,8
krasinski,8
through,8
concessions,8
estates,8
course,8
obligation,8
conze,7
ivinskis,7
common,7
if,7
berlin,7
leipzig,7
chief,7
being,7
long,7
j,7
griinberg,7
sovereigns,7
histoire,7
sale,7
move,7
de,7
kind,7
tenants,7
whose,7
certain,7
lay,7
age,7
lived,7
well,7
gained,7
work,7
hereditary,7
year,7
et,7
small,7
few,7
service,7
two,7
denis,7
payments,7
germans,7
men,7
ages,7
took,7
seventeenth,7
sold,7
three,7
latter,7
relation,7
increasing,7
support,7
get,7
set,7
has,7
particularly,7
rural,7
what,7
form,7
landowning,7
prosperity,7
go,6
way,6
cent,6
krest,6
maas,6
position,6
seems,6
court,6
empty,6
seigneur,6
demanded,6
such,6
church,6
cf,6
six,6
lesser,6
rather,6
l,6
moreover,6
just,6
greater,6
demands,6
im,6
though,6
used,6
aubin,6
regions,6
le,6
rest,6
settlers,6
noble,6
return,6
yet,6
communes,6
fell,6
addition,6
where,6
administrative,6
why,6
save,6
unfree,6
manors,6
control,6
each,6
iii,6
beginning,6
ones,6
while,6
gain,6
years,6
abandoned,6
concerned,5
later,5
english,5
fixed,5
preceding,5
military,5
trend,5
england,5
raised,5
cracow,5
petersburg,5
fur,5
attract,5
severe,5
group,5
adopted,5
left,5
recognized,5
en,5
wages,5
les,5
numbers,5
moyen,5
rental,5
veka,5
strength,5
iane,5
produced,5
however,5
raths,5
junkers,5
data,5
norm,5
gave,5
away,5
next,5
st,5
society,5
steadily,5
nearly,5
complete,5
nabholz,5
social,5
succeeding,5
paris,5
until,5
remained,5
brandenburg,5
grew,5
kievan,5
rakowski,5
hard,5
primarily,5
owned,5
wars,5
kutrzeba,5
compelled,5
person,5
terms,5
baltic,5
econ,5
went,5
phenomenon,5
cambridge,5
conditions,5
zum,5
enserfment,5
jessen,5
little,5
among,5
major,5
led,4
leningrad,4
prince,4
modern,4
niitemaa,4
du,4
interests,4
taken,4
might,4
thus,4
agrarian,4
das,4
mass,4
custom,4
establishment,4
laws,4
agrargeschichte,4
