WORDCOUNTS,WEIGHT
the,676
of,373
to,373
and,328
a,201
in,181
that,164
was,136
parliament,134
he,128
james,104
his,102
had,92
with,88
for,84
council,83
it,71
king,71
by,71
s,69
be,69
but,66
as,61
were,54
p,52
would,52
this,51
him,51
not,51
salisbury,48
on,48
they,46
commons,45
spanish,45
from,37
dissolution,35
buckingham,35
st,35
at,34
could,34
councilors,34
i,33
have,33
which,31
no,30
who,30
an,29
more,29
wrote,28
upon,27
been,27
their,26
there,25
these,24
mss,24
other,23
or,23
is,23
gondomar,23
if,22
all,22
so,22
dec,22
trans,21
f,21
lake,21
much,21
might,20
house,20
domestic,20
great,19
against,19
urged,19
venetian,19
northampton,19
iv,18
some,18
war,18
policy,17
into,17
london,17
philip,17
sarmiento,17
also,17
sir,17
charles,17
them,17
jan,17
now,16
one,16
court,16
those,16
than,16
your,16
its,16
new,16
see,16
should,16
before,15
advice,15
dissolving,15
time,15
spain,15
members,15
debate,15
earl,14
tillieres,14
cal,14
pembroke,14
may,13
without,13
gardiner,13
winwood,13
june,13
did,13
iii,13
summoning,13
nov,13
meeting,13
way,12
told,12
thus,12
days,12
well,12
harris,12
many,12
willson,12
made,12
david,12
we,12
november,12
ii,11
last,11
state,11
bacon,11
times,11
though,11
carleton,11
people,11
when,11
same,11
neville,11
do,11
own,11
men,11
any,11
are,11
later,10
ministers,10
out,10
because,10
part,10
ambassador,10
party,10
prorogation,10
only,10
nothing,10
after,10
hope,10
chamberlain,10
what,10
years,10
between,10
hatfield,9
being,9
said,9
first,9
long,9
taken,9
papers,9
very,9
influence,9
puisieux,9
means,9
however,9
r,9
received,9
about,9
pp,9
lord,9
paris,9
crown,9
somerset,9
early,9
asked,9
dissolved,8
sought,8
desired,8
himself,8
affairs,8
suffolk,8
most,8
opinion,8
my,8
opposition,8
possibility,8
during,8
summon,8
oct,8
once,8
two,8
day,8
another,8
session,8
spedding,8
calling,8
must,8
december,8
feb,8
both,8
proclamation,7
every,7
parliamentary,7
reasons,7
weston,7
july,7
such,7
ellesmere,7
good,7
anger,7
will,7
letters,7
williams,7
john,7
dissolve,7
decision,7
life,7
over,7
concessions,7
question,7
until,7
english,6
vols,6
majesty,6
government,6
titus,6
mind,6
cottonian,6
left,6
even,6
opposed,6
commissioners,6
rather,6
certain,6
found,6
speeches,6
meet,6
place,6
call,6
wished,6
up,6
ed,6
angry,6
favorite,6
v,6
general,6
can,6
present,6
marquis,6
country,6
reign,6
whether,6
howards,6
point,6
little,6
among,6
faction,6
abbot,5
letter,5
approved,5
cranfield,5
give,5
secretary,5
able,5
take,5
unto,5
henry,5
robert,5
account,5
cornwallis,5
september,5
de,5
concerning,5
how,5
too,5
prevent,5
followed,5
hands,5
naunton,5
further,5
vote,5
elizabeth,5
few,5
resolution,5
patience,5
io,5
calvert,5
make,5
consulted,5
yet,5
thought,5
under,5
already,5
come,5
break,5
end,5
man,5
took,5
less,5
hamilton,5
success,5
allowed,5
high,5
marriage,5
thomas,5
january,5
hoskyns,5
sept,5
carried,5
then,5
carr,5
ever,5
report,5
far,5
add,5
popular,5
prerogative,5
arguments,5
think,5
wish,5
autumn,5
summoned,5
offered,5
supported,5
themselves,5
suggested,4
mar,4
group,4
prince,4
position,4
together,4
desire,4
help,4
chancellor,4
speech,4
case,4
side,4
has,4
money,4
determined,4
difficulties,4
hacket,4
essential,4
german,4
support,4
duke,4
frequently,4
transcripts,4
parliaments,4
preparations,4
voted,4
lords,4
away,4
week,4
towards,4
least,4
sharp,4
correspondence,4
matter,4
still,4
hold,4
museum,4
love,4
persuade,4
punish,4
appeared,4
debates,4
resolved,4
never,4
hand,4
where,4
spoke,4
ibid,4
remained,4
three,4
summer,4
conway,4
effect,4
probably,4
saw,4
negotiations,4
continued,4
five,4
consent,4
why,4
refused,4
february,4
better,4
lordship,4
agreed,4
necessity,4
became,4
subject,4
step,4
moderate,4
finally,4
you,4
protested,4
difficult,3
ready,3
forcing,3
advised,3
pressing,3
spirit,3
protection,3
holding,3
hoping,3
lower,3
member,3
cast,3
either,3
england,3
date,3
stand,3
influences,3
dispatches,3
lennox,3
british,3
issue,3
dr,3
task,3
march,3
vol,3
supply,3
say,3
except,3
reverence,3
prevented,3
regarding,3
assured,3
punishment,3
thing,3
relations,3
postponed,3
apr,3
find,3
quarrelled,3
compromise,3
bring,3
debated,3
knew,3
danger,3
consultation,3
just,3
important,3
came,3
whom,3
seven,3
directly,3
having,3
brought,3
gave,3
discussions,3
apparently,3
alliance,3
adjournment,3
tone,3
responsibility,3
things,3
order,3
quite,3
small,3
several,3
highly,3
met,3
impossible,3
managed,3
moved,3
led,3
indeed,3
return,3
death,3
prove,3
majesties,3
arundel,3
soon,3
begged,3
us,3
hay,3
memorial,3
business,3
again,3
dissolutions,3
added,3
plan,3
obliged,3
perhaps,3
father,3
treated,3
largely,3
junta,3
held,3
like,3
played,3
obtained,3
spent,3
written,3
although,3
become,3
rupture,3
raise,3
replied,3
began,3
supporting,3
confessed,3
matters,3
lordships,3
believed,3
set,3
different,3
gone,3
carlisle,3
ff,3
following,3
answered,3
hoped,3
while,3
preserved,3
reported,3
given,3
discussion,3
instead,3
objections,3
increased,3
doubtless,3
persuaded,3
final,2
done,2
struggle,2
doubts,2
adjournments,2
treaties,2
go,2
alone,2
discover,2
second,2
true,2
expenditure,2
easily,2
divers,2
ms,2
fixed,2
distaste,2
history,2
scots,2
expressed,2
vehemently,2
hesitated,2
causes,2
venice,2
voices,2
debating,2
feeling,2
diego,2
attempt,2
j,2
seems,2
confirmed,2
leading,2
broken,2
thank,2
consulting,2
political,2
opposite,2
somewhat,2
hostility,2
foundation,2
badly,2
vii,2
discontent,2
draw,2
possible,2
politics,2
moderation,2
october,2
obvious,2
taking,2
sent,2
enter,2
learned,2
explained,2
immediate,2
since,2
due,2
regarded,2
moment,2
forced,2
kind,2
simpson,2
subjects,2
contrary,2
body,2
outweigh,2
twice,2
warned,2
weight,2
assurances,2
conceive,2
hardly,2
according,2
error,2
yelverton,2
failed,2
wishes,2
mean,2
suffer,2
sudden,2
earlier,2
grew,2
coke,2
liklyhood,2
moreover,2
moves,2
reason,2
send,2
old,2
university,2
consider,2
former,2
n,2
instrument,2
calendar,2
advices,2
show,2
adjourn,2
counsel,2
view,2
undertakers,2
greater,2
treasurer,2
result,2
closely,2
isabella,2
lead,2
abated,2
strength,2
speaker,2
deal,2
bitterness,2
illness,2
intrigue,2
understood,2
cannot,2
wherein,2
disapproved,2
failure,2
unruly,2
surrounded,2
hath,2
necessities,2
public,2
hartley,2
receive,2
relief,2
foresaw,2
used,2
work,2
abroad,2
unless,2
purpose,2
civil,2
secret,2
ten,2
year,2
fit,2
legislation,2
confession,2
approbation,2
assembly,2
weeks,2
delay,2
arise,2
caused,2
palatinate,2
excuse,2
assemble,2
desires,2
sufficient,2
certainly,2
decline,2
telling,2
tended,2
always,2
majority,2
raised,2
acts,2
notes,2
actions,2
avoid,2
lend,2
periods,2
portion,2
therefore,2
sovereign,2
conciliatory,2
power,2
short,2
service,2
resisted,2
above,2
followers,2
went,2
direction,2
neither,2
reconciliation,2
quarrel,2
keeping,2
friendship,2
conciliate,2
reports,2
shows,2
salvetti,2
picture,2
starting,2
intrigues,2
statements,2
french,2
sometimes,2
others,2
pointed,2
financial,2
simancas,2
efforts,2
fact,2
inaction,2
longer,2
consideration,2
clarendon,2
revenue,2
councilor,2
proposal,2
attempting,2
contradict,2
personal,2
fallen,2
remain,2
doubt,2
considerable,2
seldom,2
accepted,2
afterwards,2
tell,2
necessary,2
remarked,2
argument,2
violent,2
interpreted,2
understanding,2
greatest,2
archduchess,2
sides,2
owe,2
use,2
unfortunately,2
francis,2
worse,2
chichester,2
aside,2
full,2
convoke,2
brit,2
obtaining,2
agreement,2
points,2
mead,2
urge,2
period,2
collected,2
ended,2
probable,2
keeper,2
distrusted,2
xvi,2
fuente,2
excluded,2
mr,2
seeking,2
favorites,2
looked,2
haven,2
postpone,2
attention,2
la,2
royston,2
concluded,2
suggestion,2
aid,2
mitigate,2
foreign,2
friar,2
attitude,2
ordinary,2
attacking,2
lost,2
seen,2
strongly,2
returned,2
effectively,2
excluding,2
often,2
satisfaction,2
puritans,2
months,2
itself,2
middlesex,2
sound,2
meant,2
considered,2
osborn,2
suggestions,2
constant,2
material,2
broke,2
existence,2
agents,2
scarcely,2
ralph,2
ran,2
paper,2
tongue,2
digby,2
best,2
down,2
comfort,2
printed,2
endeavored,2
prorogue,2
nethersole,2
grievances,2
rely,2
