WORDCOUNTS,WEIGHT
the,471
of,344
and,177
in,145
to,123
a,111
social,63
that,52
or,50
new,48
as,48
for,46
on,42
is,40
history,38
business,37
synthesis,37
by,37
be,37
from,35
but,34
are,29
have,29
american,28
such,28
has,26
york,26
not,26
presidential,25
with,24
been,22
see,20
historical,20
family,19
will,19
this,18
historian,17
than,16
general,16
society,16
more,16
s,15
historians,15
their,15
other,14
its,14
economic,14
problems,13
these,13
an,13
science,13
c,13
importance,12
was,12
war,12
example,12
only,12
any,12
it,11
one,11
studies,11
most,11
events,11
data,11
many,11
material,11
thomas,11
modern,10
government,10
political,10
study,10
change,10
conditioning,10
which,10
were,10
cochran,10
while,10
traditional,10
at,9
those,9
his,9
based,9
cultural,9
he,9
period,9
who,9
types,9
must,9
our,9
states,9
should,9
sources,8
all,8
some,8
even,8
may,8
changes,8
psychological,8
approach,8
research,8
materials,8
community,8
still,8
also,8
present,8
urban,8
level,8
much,8
large,7
leaders,7
state,7
possible,7
politics,7
relatively,7
basic,7
corporation,7
culture,7
use,7
national,7
what,7
federal,6
first,6
narrative,6
case,6
central,6
century,6
find,6
no,6
public,6
few,6
knowledge,6
f,6
southern,6
pp,6
thought,6
industrial,6
fact,6
time,6
men,6
can,6
analysis,6
rural,6
between,6
major,6
way,5
they,5
group,5
nineteenth,5
scientists,5
great,5
there,5
make,5
mores,5
folkways,5
recognized,5
rather,5
b,5
certain,5
factors,5
m,5
deal,5
records,5
long,5
acts,5
up,5
role,5
interpretation,5
sociological,5
power,5
again,5
scholars,5
forces,5
pattern,5
ideas,5
would,5
effect,5
structure,5
life,5
when,5
citizens,5
series,5
sciences,5
emphasis,5
both,5
little,5
writing,5
average,5
recent,5
difficult,4
complex,4
easily,4
into,4
habits,4
either,4
rapid,4
assembled,4
i,4
within,4
relations,4
old,4
how,4
reason,4
w,4
appear,4
histories,4
typical,4
record,4
aspects,4
basis,4
part,4
civil,4
used,4
place,4
field,4
stage,4
world,4
therefore,4
situation,4
ed,4
rise,4
published,4
available,4
fundamental,4
patterns,4
existing,4
upon,4
schlesinger,4
standpoint,4
united,4
pressures,4
physical,4
here,4
mass,4
type,4
whether,4
form,4
city,4
years,4
needs,4
themselves,4
democracy,3
does,3
now,3
later,3
groups,3
scholar,3
college,3
e,3
center,3
h,3
largely,3
decade,3
committee,3
source,3
pioneers,3
might,3
england,3
hundred,3
normal,3
u,3
quantities,3
tracing,3
jacksonian,3
obvious,3
human,3
conflict,3
relationships,3
inner,3
since,3
elements,3
civilization,3
industrialism,3
growth,3
levels,3
university,3
statistical,3
too,3
situations,3
important,3
conflicts,3
