WORDCOUNTS,WEIGHT
the,763
of,327
to,265
in,216
and,180
a,141
that,86
american,76
navy,73
for,70
at,69
was,67
had,56
naval,56
s,55
with,52
as,50
roosevelt,49
fleet,46
his,46
on,46
by,40
this,37
it,34
german,34
department,34
which,31
no,31
new,31
visit,31
states,31
not,30
united,30
admiral,30
file,27
squadron,27
press,27
european,26
an,25
british,23
germany,22
been,22
nda,22
york,21
from,21
i,20
he,20
diplomatic,19
may,19
june,19
french,19
would,19
atlantic,18
knox,17
president,17
july,17
but,17
were,17
such,16
cotton,16
war,16
box,16
world,16
hay,16
ports,16
state,15
its,15
kaiser,15
area,15
other,14
warships,14
taft,14
london,14
or,14
power,14
politics,14
mar,13
apr,13
when,13
time,13
factor,13
foreign,13
rear,13
great,12
sda,12
relations,12
these,12
more,12
ibid,12
made,12
upon,12
is,12
over,12
jan,12
russia,12
be,12
north,12
said,11
king,11
times,11
moody,11
ambassador,11
journal,10
russian,10
their,10
out,10
will,10
kiel,10
cruise,10
administration,10
have,10
much,10
into,9
ii,9
might,9
all,9
theodore,9
could,9
two,9
aug,9
paris,9
so,9
authorities,9
did,9
loubet,9
our,9
policy,8
england,8
last,8
political,8
case,8
edward,8
seward,8
von,8
literary,8
w,8
appearance,8
has,8
officers,8
situation,8
see,8
invitation,8
vessels,8
france,8
digest,8
sent,8
government,7
there,7
papers,7
entente,7
some,7
since,7
visited,7
demonstration,7
livermore,7
send,7
most,7
p,7
international,7
received,7
during,7
april,7
under,7
also,7
germans,7
ceremonies,7
diplomacy,7
then,7
any,7
d,7
charles,7
one,6
first,6
secretary,6
friendly,6
america,6
cruisers,6
however,6
both,6
reported,6
south,6
battle,6
letters,6
about,6
fleets,6
only,6
army,6
office,6
significance,6
good,6
summer,6
dec,6
iii,6
far,6
better,6
them,6
waters,6
boston,6
ships,6
immediately,6
close,6
cited,6
cruiser,6
now,5
way,5
later,5
feeling,5
vols,5
europe,5
desire,5
rockhill,5
against,5
interest,5
occasion,5
banquet,5
oni,5
hereafter,5
expressed,5
big,5
year,5
conference,5
order,5
mediterranean,5
up,5
nations,5
second,5
matter,5
return,5
pp,5
home,5
many,5
took,5
do,5
where,5
practice,5
japan,5
xli,5
caribbean,5
after,5
congress,5
britain,5
effect,5
stick,5
attention,5
division,5
dispatch,5
force,5
respect,5
tribune,5
event,5
are,5
connection,5
gc,5
report,5
speech,5
while,5
port,5
emperor,5
sea,5
until,5
years,5
washington,5
between,5
archives,4
concerned,4
they,4
h,4
before,4
every,4
cordial,4
nature,4
henry,4
somewhat,4
cabinet,4
east,4
felt,4
activity,4
powers,4
very,4
himself,4
berlin,4
cruising,4
memorandum,4
even,4
than,4
doctrine,4
tower,4
badger,4
show,4
opinion,4
arrival,4
portsmouth,4
base,4
impression,4
squadrons,4
azores,4
public,4
because,4
attache,4
part,4
example,4
people,4
monroe,4
evening,4
several,4
oct,4
battleships,4
dewey,4
same,4
tour,4
accorded,4
again,4
john,4
morocco,4
stockton,4
another,4
itinerary,4
nothing,4
trip,4
defense,4
divisions,4
him,4
transcript,4
newspapers,4
probably,4
employment,4
grand,4
each,4
country,4
december,4
what,4
particular,4
feb,4
always,4
baltic,4
imperial,4
vol,4
sperry,4
entire,4
became,4
plans,4
aspect,4
nov,4
although,4
chicago,4
recent,4
created,3
evans,3
told,3
modern,3
position,3
round,3
attempt,3
departure,3
closer,3
festivities,3
take,3
greatly,3
howard,3
possible,3
marked,3
alter,3
review,3
despatches,3
approval,3
arranged,3
library,3
americans,3
operations,3
prince,3
main,3
importance,3
gesture,3
elaborate,3
white,3
we,3
days,3
additional,3
view,3
result,3
found,3
called,3
late,3
informed,3
flagship,3
sims,3
january,3
well,3
having,3
honors,3
sigsbee,3
comment,3
gave,3
scare,3
partiality,3
celebrations,3
sternburg,3
battenberg,3
xxvi,3
next,3
around,3
troubles,3
attached,3
venezuelan,3
rodgers,3
behalf,3
armored,3
business,3
sending,3
movement,3
hitherto,3
reception,3
direction,3
delcasse,3
pacific,3
criticism,3
opportunities,3
editorial,3
osn,3
seymour,3
toward,3
pointed,3
marseilles,3
pattern,3
minister,3
present,3
less,3
coincided,3
leishman,3
week,3
extended,3
alliance,3
maneuvers,3
dollar,3
station,3
keep,3
exchange,3
spent,3
sentiment,3
sept,3
concluded,3
program,3
who,3
itself,3
months,3
considered,3
dreadnought,3
russians,3
gibraltar,3
refused,3
control,3
entertainments,3
speck,3
visits,3
none,3
peace,3
went,3
voyage,3
turkish,3
kearsarge,3
question,3
enthusiasm,3
spring,3
guild,3
instead,3
detached,3
hemispheric,3
c,3
among,3
go,2
if,2
everyone,2
therefore,2
e,2
appear,2
speculated,2
catastrophe,2
alive,2
english,2
continent,2
duke,2
motive,2
history,2
smyrna,2
ambitious,2
navies,2
my,2
anglophile,2
being,2
jackson,2
interests,2
exclusive,2
implications,2
give,2
taken,2
military,2
compliment,2
refusal,2
adee,2
action,2
seems,2
thus,2
together,2
incident,2
lodge,2
staff,2
china,2
discipline,2
intelligence,2
hostile,2
morison,2
draw,2
march,2
bax,2
indirectly,2
backing,2
announced,2
cooperation,2
pleasant,2
schedule,2
splendid,2
alarm,2
west,2
except,2
indicating,2
guildhall,2
phase,2
proceeded,2
explained,2
copenhagen,2
development,2
calculated,2
marder,2
meyer,2
strategic,2
battleship,2
moment,2
developments,2
pretensions,2
back,2
speed,2
six,2
left,2
alliances,2
blunder,2
aide,2
influence,2
unfortunate,2
urged,2
whose,2
rather,2
across,2
appreciation,2
warship,2
opportunity,2
annapolis,2
similar,2
b,2
special,2
impressed,2
gathering,2
fn,2
insistence,2
drill,2
regatta,2
vreeland,2
established,2
clearly,2
just,2
n,2
impact,2
frequently,2
four,2
powerful,2
beyond,2
isolation,2
generally,2
undertaken,2
important,2
preference,2
greater,2
royal,2
moving,2
herald,2
whom,2
concentration,2
declined,2
kronstadt,2
objectives,2
demands,2
ocean,2
franfais,2
events,2
blockade,2
term,2
further,2
failure,2
can,2
grounds,2
balance,2
affair,2
