WORDCOUNTS,WEIGHT
the,804
of,386
to,249
in,236
and,204
a,187
was,122
for,115
that,107
by,78
on,72
as,67
had,64
s,63
would,61
austria,60
an,59
be,57
it,56
not,53
federal,52
assembly,51
with,51
prussia,48
german,46
confederation,44
no,41
reform,41
at,38
diet,38
could,37
states,37
prussian,36
which,35
delegates,33
his,32
bund,32
more,30
from,30
von,29
majority,29
have,29
this,28
all,27
were,27
if,25
he,25
only,25
committee,24
but,24
germany,23
they,21
state,21
her,21
austrian,21
rechberg,20
bismarck,19
their,19
been,19
did,19
one,18
vote,18
vienna,17
even,17
also,17
usedom,17
or,16
coalition,15
court,15
dalwigk,15
against,15
general,15
most,15
out,15
its,15
frankfort,15
so,15
report,15
berlin,14
ii,14
i,14
such,14
legislation,14
up,14
pp,14
srbik,14
other,13
there,13
efforts,13
empire,13
middle,13
question,13
should,13
issue,12
motion,12
quellen,12
monarchy,12
still,12
decision,12
problem,12
die,12
between,12
first,11
biegeleben,11
envoy,11
project,11
count,11
when,11
plan,11
is,11
der,11
imperial,11
e,10
policy,10
long,10
might,10
than,10
kraehe,10
well,10
zollverein,10
enno,10
new,10
ibid,10
made,10
deutschen,10
curia,10
conference,10
came,9
hanover,9
therefore,9
power,9
these,9
institution,9
then,9
und,9
national,9
preliminary,9
among,9
now,8
saxony,8
affairs,8
support,8
provinces,8
too,8
though,8
governments,8
action,8
reichsrat,8
after,8
program,8
diets,8
whether,8
while,8
some,8
plans,8
way,7
organic,7
into,7
bavaria,7
government,7
powers,7
cf,7
without,7
act,7
landtage,7
liberal,7
important,7
constitution,7
schwarzenberg,7
least,7
make,7
two,7
law,7
time,7
upon,7
august,7
habsburg,7
dec,7
case,7
absolutism,7
any,7
over,7
popular,7
measure,7
final,6
before,6
politik,6
beust,6
creation,6
later,6
military,6
pfordten,6
october,6
point,6
since,6
approval,6
failed,6
established,6
welfare,6
demands,6
basis,6
part,6
civil,6
year,6
own,6
engerer,6
parliament,6
bill,6
decisions,6
envoys,6
yet,6
toward,6
many,6
men,6
another,6
questions,6
finally,6
january,6
greve,6
executive,6
baron,6
kiubeck,6
code,6
centralism,6
ambassadors,6
public,6
much,6
set,5
large,5
instructions,5
join,5
authority,5
great,5
take,5
voting,5
far,5
liberals,5
grossdeutsch,5
central,5
demanded,5
veto,5
rights,5
kiibeck,5
opposed,5
december,5
stuttgart,5
means,5
found,5
hands,5
p,5
representative,5
line,5
work,5
supreme,5
openly,5
bis,5
july,5
movement,5
whole,5
once,5
baden,5
reports,5
put,5
fact,5
existing,5
establish,5
necessary,5
justria,5
problems,5
internal,5
she,5
who,5
army,5
force,5
often,5
itself,5
iii,5
ff,5
february,5
form,5
hoped,5
passed,5
des,5
both,5
through,5
unitary,5
organ,5
themselves,5
struggle,4
protocol,4
position,4
lower,4
either,4
every,4
preceding,4
nassau,4
taken,4
restoration,4
advanced,4
those,4
within,4
save,4
firm,4
possible,4
representing,4
thus,4
proceeded,4
decided,4
insisted,4
single,4
may,4
main,4
b,4
followed,4
votes,4
opinion,4
view,4
result,4
legislative,4
unanimous,4
effort,4
initial,4
nos,4
diploma,4
amenable,4
however,4
patent,4
minority,4
mitteleuropa,4
calling,4
munich,4
mohl,4
rest,4
schaffle,4
situation,4
io,4
denmark,4
denounced,4
same,4
ed,4
projects,4
areas,4
proposal,4
end,4
doubt,4
v,4
see,4
session,4
unanimity,4
netherlands,4
especially,4
stand,4
saw,4
kleindeutsch,4
separate,4
foreign,4
criminal,4
dispatch,4
princes,4
sure,4
very,4
what,4
constitutional,4
must,4
despite,4
nov,4
until,4
lands,4
course,4
although,4
already,4
wiirttemberg,4
adopt,3
measures,3
group,3
western,3
total,3
definitely,3
interests,3
give,3
able,3
procedure,3
last,3
political,3
somewhat,3
system,3
kubeck,3
side,3
eastern,3
king,3
march,3
mittelstaaten,3
drive,3
vital,3
fur,3
oldenburg,3
interest,3
regarded,3
back,3
subjects,3
body,3
details,3
bernstorff,3
urged,3
hamburg,3
sort,3
represented,3
dealt,3
special,3
reforms,3
moreover,3
mecklenburg,3
win,3
old,3
proposed,3
days,3
house,3
initiative,3
max,3
powerful,3
willing,3
strategy,3
strengthen,3
friends,3
based,3
rudolf,3
vigorous,3
almost,3
further,3
war,3
circular,3
technical,3
having,3
voted,3
broad,3
doubtful,3
alliance,3
solution,3
revolution,3
commissions,3
next,3
involved,3
impossible,3
werke,3
seemed,3
f,3
led,3
concessions,3
indeed,3
genuine,3
treaty,3
den,3
death,3
addition,3
deutsche,3
pressure,3
minister,3
hand,3
real,3
free,3
day,3
das,3
understanding,3
extended,3
began,3
submitted,3
heinrich,3
office,3
agreement,3
him,3
latter,3
repeated,3
become,3
henderson,3
attitude,3
primarily,3
institutions,3
detailed,3
returned,3
campaign,3
prot,3
ever,3
secession,3
affirmative,3
each,3
are,3
curiae,3
best,3
cities,3
past,3
disputes,3
following,3
beginning,3
succeeded,3
them,3
prestige,3
secure,3
thereby,3
representation,3
jan,3
commercial,3
include,3
objections,3
territories,3
little,3
strong,3
meeting,3
delayed,3
go,2
done,2
obligations,2
common,2
destroying,2
created,2
wonder,2
separated,2
wavering,2
ultimate,2
federation,2
resolved,2
likewise,2
center,2
needed,2
fate,2
formed,2
h,2
tense,2
competence,2
satisfied,2
decrees,2
acceptance,2
reformverein,2
concession,2
leipzig,2
chief,2
buol,2
member,2
cast,2
else,2
swelling,2
fifteenth,2
england,2
zeitschrift,2
together,2
simple,2
differences,2
xiii,2
composition,2
endeavored,2
robert,2
checked,2
ad,2
advice,2
discontent,2
zur,2
announced,2
reorganization,2
sixteenth,2
fritz,2
einheitsstaat,2
alter,2
obvious,2
desired,2
say,2
except,2
sent,2
deserted,2
leben,2
prejudice,2
centralized,2
germanizing,2
difficulties,2
drastic,2
reputation,2
einheit,2
realized,2
september,2
hoc,2
schmerling,2
assured,2
expected,2
curial,2
unity,2
nor,2
depend,2
memorandum,2
provisions,2
left,2
weight,2
compel,2
deputies,2
thuringian,2
resolutions,2
leadership,2
occasion,2
bills,2
acted,2
capitals,2
blow,2
steps,2
ordinance,2
bring,2
process,2
permission,2
suffer,2
risk,2
importance,2
certain,2
parts,2
danger,2
linde,2
bach,2
actions,2
reason,2
send,2
brunswick,2
albert,2
monumental,2
wanted,2
university,2
bruck,2
bremen,2
river,2
eventually,2
blome,2
section,2
threat,2
ministers,2
reiterated,2
democratic,2
superior,2
additional,2
cost,2
projected,2
franz,2
bureaucracy,2
union,2
advance,2
strength,2
international,2
insisting,2
im,2
equal,2
recently,2
troops,2
conferences,2
because,2
oertzen,2
representatives,2
lost,2
provincial,2
preussen,2
foes,2
sydow,2
purpose,2
negative,2
gave,2
nationalverein,2
policies,2
people,2
call,2
forces,2
participate,2
president,2
received,2
reuss,2
scheduled,2
approach,2
delay,2
hungary,2
good,2
successful,2
hard,2
