WORDCOUNTS,WEIGHT
the,416
of,304
and,219
to,150
in,146
he,135
his,130
a,116
was,116
that,91
for,67
becker,60
it,58
had,57
with,52
not,49
as,43
power,42
man,40
on,40
by,39
progress,36
from,36
an,35
or,32
would,32
be,30
s,29
at,26
which,26
but,25
new,24
what,24
were,22
years,22
have,21
one,19
him,19
all,18
is,18
way,17
this,17
could,16
no,16
so,16
little,16
they,15
history,15
its,15
own,15
been,15
those,14
most,14
if,13
even,13
without,13
future,13
than,13
there,12
some,12
we,12
democracy,11
reason,11
out,11
only,11
many,11
thinking,11
carl,11
over,11
did,11
himself,10
when,10
more,10
also,10
time,10
wells,10
life,10
while,10
writing,10
nor,9
still,9
perhaps,9
made,9
historical,9
liberty,8
human,8
about,8
thought,8
less,8
men,8
are,8
them,8
too,8
between,8
now,7
into,7
before,7
being,7
mind,7
such,7
leo,7
machines,7
how,7
ooo,7
well,7
seemed,7
yet,7
ideas,7
sense,7
gershoy,7
written,7
much,7
truth,6
old,6
humanity,6
their,6
always,6
though,6
good,6
world,6
same,6
social,6
hand,6
do,6
where,6
values,6
present,6
who,6
itself,6
intellectual,6
very,6
past,6
should,6
spirit,5
experience,5
said,5
words,5
great,5
intelligence,5
far,5
rhythm,5
doctrine,5
found,5
memory,5
choose,5
up,5
might,5
under,5
neither,5
other,5
style,5
upon,5
like,5
any,5
historian,5
through,5
later,4
mankind,4
character,4
long,4
taken,4
nature,4
i,4
last,4
within,4
capacity,4
century,4
moment,4
deeply,4
whose,4
knew,4
after,4
triumphant,4
slowly,4
liberal,4
consciousness,4
however,4
because,4
heart,4
few,4
equality,4
make,4
light,4
liberties,4
culture,4
emotional,4
toward,4
pointed,4
put,4
fact,4
idea,4
end,4
never,4
free,4
use,4
vision,4
often,4
get,4
meant,4
then,4
conclusion,4
know,4
control,4
paper,4
terms,4
loved,4
brilliant,4
measure,4
our,4
need,4
say,4
early,4
views,4
doing,4
doubts,3
common,3
purposive,3
american,3
essays,3
first,3
contingent,3
knowing,3
greatly,3
side,3
whatever,3
objective,3
implements,3
interest,3
lectures,3
relations,3
perspective,3
back,3
look,3
fellow,3
civilization,3
york,3
opportunity,3
turn,3
pages,3
study,3
awareness,3
clearly,3
advance,3
came,3
philosophical,3
academic,3
condorcet,3
abuse,3
almost,3
having,3
work,3
planning,3
reader,3
place,3
forces,3
justification,3
solution,3
least,3
level,3
responsibility,3
wished,3
sake,3
small,3
ancestors,3
appropriate,3
activities,3
will,3
practices,3
scientific,3
wrote,3
direction,3
observer,3
security,3
noted,3
law,3
personality,3
pattern,3
enough,3
distance,3
remained,3
understanding,3
concern,3
expression,3
station,3
factor,3
students,3
achieved,3
essay,3
distinction,3
kept,3
earlier,3
faith,3
problems,3
probably,3
liberalism,3
you,3
institutions,3
circumstances,3
known,3
physical,3
set,3
specialized,3
